channel,impressions,clicks,ad_platform,apps_flyer,date,spends,cpi,country
Programmatic,12250,571,0.0,3,2023-07-27,0.0,965,Others
Programmatic,,2,0.0,0,2023-07-27,0.0,966,UAE
Programmatic,999,,0.0,0,2023-07-27,0.0,967,UAE
Programmatic,16077,384,0.0,2,2023-07-27,6.5,968,UAE
Programmatic,7040,627,0.0,0,2023-07-27,0.0,969,UAE
Programmatic,6573,294,0.0,3,2023-07-27,9.75,970,UAE
Programmatic,,,0.0,2,2023-07-27,6.5,971,KSA
Programmatic,75,,0.0,0,2023-07-27,0.0,972,Others
Programmatic,2333,2,0.0,0,2023-07-27,0.0,973,KSA
Programmatic,,,0.0,2,2023-07-27,0.0,974,Others
Programmatic,4213,3,0.0,0,2023-07-27,0.0,975,UAE
Programmatic,,5,0.0,0,2023-07-27,0.0,976,KSA
Programmatic,2049,,0.0,0,2023-07-27,0.0,977,KSA
Programmatic,119009,3752,0.0,27,2023-07-27,87.75,978,KSA
Programmatic,81637,9828,0.0,13,2023-07-27,42.25,979,KSA
Programmatic,52151,2412,0.0,17,2023-07-27,55.25,980,KSA
Meta,1204,11,2.0,3,2023-07-27,1.04,981,UAE
Meta,841,2,2.0,1,2023-07-27,1.89,982,UAE
Meta,5045,7,0.0,1,2023-07-27,6.85,983,KSA
Meta,9629,48,3.0,2,2023-07-27,4.25,984,KSA
Meta,10718,42,3.0,1,2023-07-27,5.17,985,KSA
Meta,1619,25,1.0,1,2023-07-27,4.18,986,KSA
Meta,916,10,2.0,2,2023-07-27,3.45,987,KSA
Programmatic,2,,0.0,0,2023-07-27,0.0,988,UAE
Apple Search,0,0,0.0,2,2023-07-27,0.0,989,UAE
Apple Search,0,0,0.0,1,2023-07-27,0.0,990,Others
Google UAC,0,0,0.0,3,2023-07-27,0.0,991,Others
Google UAC,0,0,0.0,1,2023-07-27,0.0,992,UAE
Google UAC,0,0,0.0,24,2023-07-27,0.0,993,UAE
Google UAC,0,0,0.0,2,2023-07-27,0.0,994,Others
Google UAC,0,0,0.0,2,2023-07-27,0.0,995,KSA
Google UAC,0,0,0.0,1,2023-07-27,0.0,996,Others
TikTok,0,0,0.0,3,2023-07-27,0.0,997,Others
TikTok,0,0,0.0,3,2023-07-27,0.0,998,Others
TikTok,0,0,0.0,0,2023-07-27,0.0,999,UAE
TikTok,0,0,0.0,0,2023-07-27,0.0,1000,Others
TikTok,0,0,0.0,0,2023-07-27,0.0,1001,Others
TikTok,0,0,0.0,0,2023-07-27,0.0,1002,KSA
TikTok,0,0,0.0,0,2023-07-27,0.0,1003,UAE
TikTok,0,0,0.0,0,2023-07-27,0.0,1004,KSA
Meta,1147,2,0.0,0,2023-07-27,3.5200000000000000,1005,UAE
Meta,3707,22,0.0,0,2023-07-27,12.79,1006,KSA
Meta,516,6,0.0,0,2023-07-27,3.6600000000000000,1007,UAE
Meta,497,1,0.0,0,2023-07-27,1.43,1008,UAE
Meta,253,3,0.0,0,2023-07-27,1.77,1009,UAE
Apple Search,50,3,1.0,0,2023-07-28,3.19,1010,KSA
Apple Search,115,7,4.0,0,2023-07-28,4.55,1011,UAE
Snapchat,0,0,0.0,0,2023-07-28,0.0,1012,UAE
Snapchat,0,0,0.0,0,2023-07-28,0.0,1013,KSA
Snapchat,0,0,0.0,0,2023-07-28,0.0,1014,UAE
Snapchat,0,0,2.0,1,2023-07-28,0.0,1015,KSA
Google UAC,193388,9446,397.0,96,2023-07-28,494.3,1016,KSA
Google UAC,99702,786,116.0,67,2023-07-28,67.03,1017,KSA
Google UAC,93147,695,141.0,67,2023-07-28,96.37,1018,UAE
Google UAC,55,4,3.0,0,2023-07-28,1.87,1019,KSA
Google UAC,31,2,0.0,0,2023-07-28,0.81,1020,UAE
Google UAC,43860,1414,135.0,37,2023-07-28,231.53,1021,UAE
Google UAC,81,0,0.0,0,2023-07-28,0.0,1022,KSA
Google UAC,18,0,0.0,0,2023-07-28,0.0,1023,UAE
TikTok,24944,1642,0.0,2,2023-07-28,59.53,1024,KSA
TikTok,30144,3721,0.0,4,2023-07-28,68.77,1025,UAE
TikTok,99749,17157,96.0,91,2023-07-28,219.96,1026,KSA
TikTok,84139,7401,58.0,56,2023-07-28,140.0,1027,UAE
Organic,0,0,0.0,9,2023-07-28,0.0,1028,KSA
Organic,0,0,0.0,2,2023-07-28,0.0,1029,Others
Organic,0,0,0.0,39,2023-07-28,0.0,1030,Others
Organic,0,0,0.0,13,2023-07-28,0.0,1031,UAE
Organic,0,0,0.0,161,2023-07-28,0.0,1032,KSA
Organic,0,0,0.0,197,2023-07-28,0.0,1033,UAE
Programmatic,53,,0.0,0,2023-07-28,0.0,1034,Others
Programmatic,1488,3,0.0,0,2023-07-28,0.0,1035,KSA
Programmatic,2249,1,0.0,0,2023-07-28,0.0,1036,UAE
Programmatic,,3,0.0,0,2023-07-28,0.0,1037,Others
Programmatic,11,,0.0,0,2023-07-28,0.0,1038,Others
Programmatic,55137,1933,0.0,9,2023-07-28,0.0,1039,Others
Programmatic,26832,1046,0.0,2,2023-07-28,0.0,1040,Others
Programmatic,,628,0.0,0,2023-07-28,0.0,1041,KSA
Programmatic,1289,,0.0,0,2023-07-28,0.0,1042,KSA
Programmatic,154393,4582,0.0,19,2023-07-28,61.75,1043,KSA
Programmatic,128169,10363,0.0,32,2023-07-28,104.0,1044,KSA
Programmatic,,,0.0,4,2023-07-28,13.0,1045,KSA
Programmatic,817,,0.0,0,2023-07-28,0.0,1046,UAE
Programmatic,24904,625,0.0,0,2023-07-28,0.0,1047,UAE
Programmatic,9370,787,0.0,3,2023-07-28,9.75,1048,UAE
Programmatic,,,0.0,1,2023-07-28,0.0,1049,Others
Meta,0,0,1.0,1,2023-07-28,0.0,1050,UAE
Meta,0,0,0.0,1,2023-07-28,0.0,1051,Others
Programmatic,17,5,0.0,0,2023-07-28,0.0,1052,UAE
Programmatic,,1687,0.0,0,2023-07-28,0.0,1053,UAE
Apple Search,0,0,0.0,1,2023-07-28,0.0,1054,KSA
Apple Search,0,0,0.0,1,2023-07-28,0.0,1055,UAE
Apple Search,0,0,0.0,4,2023-07-28,0.0,1056,UAE
Google UAC,0,0,0.0,6,2023-07-28,0.0,1057,Others
Google UAC,0,0,0.0,1,2023-07-28,0.0,1058,Others
Google UAC,0,0,0.0,5,2023-07-28,0.0,1059,Others
Google UAC,0,0,0.0,2,2023-07-28,0.0,1060,Others
Google UAC,0,0,0.0,2,2023-07-28,0.0,1061,Others
Google UAC,0,0,0.0,93,2023-07-28,0.0,1062,KSA
Google UAC,0,0,0.0,3,2023-07-28,0.0,1063,UAE
Google UAC,0,0,0.0,42,2023-07-28,0.0,1064,UAE
TikTok,0,0,0.0,0,2023-07-28,0.0,1065,Others
TikTok,0,0,0.0,0,2023-07-28,0.0,1066,Others
TikTok,0,0,0.0,0,2023-07-28,0.0,1067,KSA
TikTok,0,0,0.0,0,2023-07-28,0.0,1068,UAE
TikTok,0,0,0.0,2,2023-07-28,0.0,1069,Others
TikTok,0,0,0.0,5,2023-07-28,0.0,1070,Others
TikTok,0,0,0.0,0,2023-07-28,0.0,1071,KSA
TikTok,0,0,0.0,0,2023-07-28,0.0,1072,UAE
Meta,11934,48,2.0,0,2023-07-28,6.35,1073,KSA
Meta,7760,33,1.0,0,2023-07-28,7.61,1074,KSA
Meta,5642,19,0.0,0,2023-07-28,12.98,1075,KSA
Meta,4147,24,4.0,0,2023-07-28,13.39,1076,KSA
Meta,667,2,1.0,0,2023-07-28,3.62,1077,UAE
Meta,700,7,0.0,0,2023-07-28,2.51,1078,UAE
Meta,1416,3,0.0,0,2023-07-28,1.25,1079,UAE
Meta,1456,1,0.0,0,2023-07-28,2.29,1080,UAE
Meta,0,0,0.0,0,2023-07-28,0.0,1081,KSA
Apple Search,46,0,0.0,0,2023-07-29,0.0,1082,KSA
Apple Search,129,14,5.0,0,2023-07-29,7.74,1083,UAE
Snapchat,0,0,0.0,0,2023-07-29,0.0,1084,UAE
Snapchat,0,0,0.0,0,2023-07-29,0.0,1085,KSA
Snapchat,0,0,1.0,0,2023-07-29,0.0,1086,UAE
Snapchat,0,0,2.0,1,2023-07-29,0.0,1087,KSA
Google UAC,48752,1565,281.0,127,2023-07-29,274.88,1088,KSA
Google UAC,129507,1255,173.0,83,2023-07-29,197.37000000000000,1089,KSA
Google UAC,103553,1141,222.0,91,2023-07-29,173.52000000000000,1090,UAE
Google UAC,57,5,0.0,0,2023-07-29,2.4100000000000000,1091,KSA
Google UAC,18,1,0.0,0,2023-07-29,0.24,1092,UAE
Google UAC,39770,1075,94.0,48,2023-07-29,172.01,1093,UAE
Google UAC,76,2,2.0,0,2023-07-29,0.64,1094,KSA
Google UAC,7,0,0.0,0,2023-07-29,0.0,1095,UAE
TikTok,28173,1819,0.0,2,2023-07-29,58.59,1096,KSA
TikTok,28002,3784,0.0,3,2023-07-29,64.58,1097,UAE
TikTok,145199,29882,158.0,158,2023-07-29,219.63,1098,KSA
TikTok,114098,10969,72.0,68,2023-07-29,140.0,1099,UAE
Organic,0,0,0.0,34,2023-07-29,0.0,1100,Others
Organic,0,0,0.0,142,2023-07-29,0.0,1101,KSA
Organic,0,0,0.0,174,2023-07-29,0.0,1102,UAE
Organic,0,0,0.0,7,2023-07-29,0.0,1103,Others
Organic,0,0,0.0,2,2023-07-29,0.0,1104,KSA
Organic,0,0,0.0,7,2023-07-29,0.0,1105,UAE
Programmatic,,3,0.0,0,2023-07-29,0.0,1106,Others
Programmatic,1346,,0.0,0,2023-07-29,0.0,1107,KSA
Programmatic,13,,0.0,0,2023-07-29,0.0,1108,Others
Programmatic,50335,1936,0.0,5,2023-07-29,0.0,1109,Others
Programmatic,140532,4540,0.0,18,2023-07-29,58.5,1110,KSA
Programmatic,18693,841,0.0,3,2023-07-29,0.0,1111,Others
Programmatic,94939,8285,0.0,24,2023-07-29,78.0,1112,KSA
Programmatic,,,0.0,3,2023-07-29,9.75,1113,KSA
Programmatic,,25,0.0,0,2023-07-29,0.0,1114,UAE
Programmatic,624,,0.0,0,2023-07-29,0.0,1115,UAE
Programmatic,30237,742,0.0,4,2023-07-29,13.0,1116,UAE
Programmatic,8049,887,0.0,1,2023-07-29,3.25,1117,UAE
Programmatic,,,0.0,2,2023-07-29,6.5,1118,KSA
Programmatic,94,,0.0,0,2023-07-29,0.0,1119,Others
Programmatic,1685,3,0.0,0,2023-07-29,0.0,1120,KSA
Programmatic,,,0.0,1,2023-07-29,0.0,1121,Others
Programmatic,4676,3,0.0,0,2023-07-29,0.0,1122,UAE
Meta,0,0,1.0,1,2023-07-29,0.0,1123,KSA
Meta,14739,78,7.0,1,2023-07-29,6.98,1124,KSA
Meta,6727,26,4.0,1,2023-07-29,7.7700000000000000,1125,KSA
Meta,0,0,0.0,1,2023-07-29,0.0,1126,Others
Programmatic,8,,0.0,0,2023-07-29,0.0,1127,UAE
Programmatic,,30,0.0,0,2023-07-29,0.0,1128,KSA
Apple Search,0,0,0.0,1,2023-07-29,0.0,1129,Others
Apple Search,0,0,0.0,4,2023-07-29,0.0,1130,UAE
Apple Search,0,0,0.0,2,2023-07-29,0.0,1131,Others
Google UAC,0,0,0.0,10,2023-07-29,0.0,1132,Others
Google UAC,0,0,0.0,4,2023-07-29,0.0,1133,Others
Google UAC,0,0,0.0,11,2023-07-29,0.0,1134,Others
Google UAC,0,0,0.0,4,2023-07-29,0.0,1135,Others
Google UAC,0,0,0.0,1,2023-07-29,0.0,1136,UAE
TikTok,0,0,0.0,0,2023-07-29,0.0,1137,Others
TikTok,0,0,0.0,5,2023-07-29,0.0,1138,Others
TikTok,0,0,0.0,0,2023-07-29,0.0,1139,KSA
TikTok,0,0,0.0,0,2023-07-29,0.0,1140,UAE
TikTok,0,0,0.0,0,2023-07-29,0.0,1141,Others
TikTok,0,0,0.0,0,2023-07-29,0.0,1142,Others
TikTok,0,0,0.0,0,2023-07-29,0.0,1143,KSA
TikTok,0,0,0.0,0,2023-07-29,0.0,1144,UAE
Meta,5769,33,1.0,0,2023-07-29,16.54,1145,KSA
Meta,4429,7,0.0,0,2023-07-29,9.4000000000000000,1146,KSA
Meta,1102,1,0.0,0,2023-07-29,3.0,1147,UAE
Meta,553,4,0.0,0,2023-07-29,2.87,1148,UAE
Meta,1946,4,0.0,0,2023-07-29,1.3800000000000000,1149,UAE
Meta,1530,2,0.0,0,2023-07-29,2.06,1150,UAE
Meta,0,0,0.0,0,2023-07-29,0.0,1151,KSA
Apple Search,47,7,4.0,0,2023-07-30,7.45,1152,UAE
Apple Search,133,7,4.0,0,2023-07-30,4.27,1153,KSA
Snapchat,0,0,0.0,0,2023-07-30,0.0,1154,UAE
Snapchat,0,0,0.0,0,2023-07-30,0.0,1155,KSA
Snapchat,0,0,0.0,0,2023-07-30,0.0,1156,UAE
Snapchat,0,0,1.0,0,2023-07-30,0.0,1157,KSA
Google UAC,47255,1424,267.0,124,2023-07-30,210.53,1158,KSA
Google UAC,182173,2390,387.0,203,2023-07-30,459.79,1159,KSA
Google UAC,59444,886,193.0,87,2023-07-30,132.03,1160,UAE
Google UAC,60,10,3.0,0,2023-07-30,5.99,1161,KSA
Google UAC,17,0,0.0,0,2023-07-30,0.0,1162,UAE
Google UAC,15972,503,66.0,28,2023-07-30,78.93,1163,UAE
Google UAC,47,1,1.0,0,2023-07-30,0.46,1164,KSA
Google UAC,21,0,0.0,0,2023-07-30,0.0,1165,UAE
TikTok,28987,1593,0.0,4,2023-07-30,60.61,1166,KSA
TikTok,28064,2939,0.0,2,2023-07-30,60.26,1167,UAE
TikTok,155154,28410,183.0,173,2023-07-30,217.94,1168,KSA
TikTok,118288,11553,91.0,79,2023-07-30,139.61,1169,UAE
Organic,0,0,0.0,14,2023-07-30,0.0,1170,KSA
Organic,0,0,0.0,4,2023-07-30,0.0,1171,Others
Organic,0,0,0.0,44,2023-07-30,0.0,1172,Others
Organic,0,0,0.0,9,2023-07-30,0.0,1173,UAE
Organic,0,0,0.0,121,2023-07-30,0.0,1174,KSA
Organic,0,0,0.0,145,2023-07-30,0.0,1175,UAE
Programmatic,133,,0.0,0,2023-07-30,0.0,1176,Others
Programmatic,2170,2,0.0,0,2023-07-30,0.0,1177,KSA
Programmatic,,,0.0,1,2023-07-30,0.0,1178,Others
Programmatic,,,0.0,1,2023-07-30,3.25,1179,UAE
Programmatic,4702,2,0.0,0,2023-07-30,0.0,1180,UAE
Programmatic,47359,2060,0.0,4,2023-07-30,0.0,1181,Others
Programmatic,29691,975,0.0,4,2023-07-30,0.0,1182,Others
Programmatic,,26,0.0,0,2023-07-30,0.0,1183,KSA
Programmatic,1696,,0.0,0,2023-07-30,0.0,1184,KSA
Programmatic,8,,0.0,0,2023-07-30,0.0,1185,Others
Programmatic,115664,3920,0.0,21,2023-07-30,68.25,1186,KSA
Programmatic,123688,6349,0.0,23,2023-07-30,74.75,1187,KSA
Programmatic,,,0.0,1,2023-07-30,3.25,1188,KSA
Programmatic,760,,0.0,0,2023-07-30,0.0,1189,UAE
Programmatic,50744,1065,0.0,3,2023-07-30,9.75,1190,UAE
Programmatic,13632,636,0.0,4,2023-07-30,13.0,1191,UAE
Meta,0,0,0.0,1,2023-07-30,0.0,1192,Others
Meta,0,0,0.0,1,2023-07-30,0.0,1193,Others
Programmatic,5,,0.0,0,2023-07-30,0.0,1194,UAE
Programmatic,,21,0.0,0,2023-07-30,0.0,1195,UAE
Apple Search,0,0,0.0,1,2023-07-30,0.0,1196,KSA
Apple Search,0,0,0.0,2,2023-07-30,0.0,1197,KSA
Apple Search,0,0,0.0,1,2023-07-30,0.0,1198,UAE
Apple Search,0,0,0.0,2,2023-07-30,0.0,1199,UAE
Google UAC,0,0,0.0,14,2023-07-30,0.0,1200,Others
Google UAC,0,0,0.0,4,2023-07-30,0.0,1201,Others
Google UAC,0,0,0.0,6,2023-07-30,0.0,1202,Others
TikTok,0,0,0.0,0,2023-07-30,0.0,1203,Others
TikTok,0,0,0.0,0,2023-07-30,0.0,1204,Others
TikTok,0,0,0.0,0,2023-07-30,0.0,1205,KSA
TikTok,0,0,0.0,0,2023-07-30,0.0,1206,UAE
TikTok,0,0,0.0,3,2023-07-30,0.0,1207,Others
TikTok,0,0,0.0,13,2023-07-30,0.0,1208,Others
TikTok,0,0,0.0,0,2023-07-30,0.0,1209,KSA
TikTok,0,0,0.0,0,2023-07-30,0.0,1210,UAE
Meta,4169,21,4.0,0,2023-07-30,14.190000000000000,1211,KSA
Meta,13293,77,6.0,0,2023-07-30,6.34,1212,KSA
Meta,2503,7,6.0,0,2023-07-30,1.79,1213,UAE
Meta,457,4,1.0,0,2023-07-30,4.24,1214,UAE
Meta,1628,8,1.0,0,2023-07-30,2.68,1215,UAE
Meta,0,0,1.0,0,2023-07-30,0.0,1216,KSA
Meta,6054,29,2.0,0,2023-07-30,7.3900000000000000,1217,KSA
Meta,4164,4,0.0,0,2023-07-30,9.26,1218,KSA
Meta,1334,6,0.0,0,2023-07-30,4.11,1219,UAE
Apple Search,15,0,0.0,0,2023-07-31,0.0,1220,UAE
Apple Search,149,5,2.0,0,2023-07-31,1.37,1221,KSA
Snapchat,0,0,0.0,0,2023-07-31,0.0,1222,UAE
Snapchat,0,0,0.0,0,2023-07-31,0.0,1223,KSA
Snapchat,0,0,1.0,0,2023-07-31,0.0,1224,UAE
Snapchat,0,0,4.0,0,2023-07-31,0.0,1225,KSA
Google UAC,36986,1284,300.0,136,2023-07-31,196.32,1226,KSA
Google UAC,124980,2784,457.0,317,2023-07-31,506.0,1227,KSA
Google UAC,52482,1237,219.0,84,2023-07-31,208.38,1228,UAE
Google UAC,81,3,1.0,0,2023-07-31,0.98,1229,KSA
Google UAC,29,4,0.0,0,2023-07-31,1.09,1230,UAE
Google UAC,2492,79,19.0,8,2023-07-31,14.5,1231,UAE
Google UAC,79,1,0.0,0,2023-07-31,0.45,1232,KSA
Google UAC,12,1,0.0,0,2023-07-31,0.35,1233,UAE
TikTok,24255,1651,0.0,0,2023-07-31,60.46,1234,KSA
TikTok,21607,3184,0.0,3,2023-07-31,60.27,1235,UAE
TikTok,137834,21455,137.0,138,2023-07-31,219.16,1236,KSA
TikTok,125964,13582,78.0,69,2023-07-31,140.0,1237,UAE
Organic,0,0,0.0,5,2023-07-31,0.0,1238,Others
Organic,0,0,0.0,15,2023-07-31,0.0,1239,KSA
Organic,0,0,0.0,45,2023-07-31,0.0,1240,Others
Organic,0,0,0.0,14,2023-07-31,0.0,1241,UAE
Organic,0,0,0.0,111,2023-07-31,0.0,1242,KSA
Organic,0,0,0.0,127,2023-07-31,0.0,1243,UAE
Programmatic,101,,0.0,0,2023-07-31,0.0,1244,Others
Programmatic,2207,3,0.0,0,2023-07-31,0.0,1245,KSA
Programmatic,,,0.0,1,2023-07-31,0.0,1246,Others
Programmatic,,,0.0,6,2023-07-31,19.5,1247,UAE
Programmatic,747,13,0.0,1,2023-07-31,0.0,1248,Others
Programmatic,4786,7,0.0,0,2023-07-31,0.0,1249,UAE
Programmatic,41,,0.0,0,2023-07-31,0.0,1250,Others
Programmatic,55697,1786,0.0,7,2023-07-31,0.0,1251,Others
Programmatic,39009,1488,0.0,3,2023-07-31,0.0,1252,Others
Programmatic,90286,251,0.0,1,2023-07-31,3.25,1253,KSA
Programmatic,3259,,0.0,0,2023-07-31,0.0,1254,KSA
Programmatic,163097,4438,0.0,18,2023-07-31,58.5,1255,KSA
Programmatic,185957,11494,0.0,45,2023-07-31,146.25,1256,KSA
Programmatic,,,0.0,1,2023-07-31,0.0,1257,Others
Programmatic,,,0.0,3,2023-07-31,9.75,1258,KSA
Programmatic,,13,0.0,0,2023-07-31,0.0,1259,UAE
Programmatic,1245,,0.0,0,2023-07-31,0.0,1260,UAE
Programmatic,43836,999,0.0,7,2023-07-31,22.75,1261,UAE
Programmatic,17237,1148,0.0,2,2023-07-31,6.5,1262,UAE
Meta,17100,89,15.0,1,2023-07-31,8.3,1263,KSA
Meta,2828,15,2.0,1,2023-07-31,2.3,1264,UAE
Programmatic,7,2,0.0,0,2023-07-31,0.0,1265,UAE
Apple Search,0,0,0.0,1,2023-07-31,0.0,1266,KSA
Google UAC,0,0,0.0,13,2023-07-31,0.0,1267,Others
Google UAC,0,0,0.0,8,2023-07-31,0.0,1268,Others
Google UAC,0,0,0.0,2,2023-07-31,0.0,1269,Others
Google UAC,0,0,0.0,1,2023-07-31,0.0,1270,Others
TikTok,0,0,0.0,0,2023-07-31,0.0,1271,Others
TikTok,0,0,0.0,1,2023-07-31,0.0,1272,Others
TikTok,0,0,0.0,0,2023-07-31,0.0,1273,KSA
TikTok,0,0,0.0,0,2023-07-31,0.0,1274,UAE
TikTok,0,0,0.0,5,2023-07-31,0.0,1275,Others
TikTok,0,0,0.0,6,2023-07-31,0.0,1276,Others
TikTok,0,0,0.0,0,2023-07-31,0.0,1277,KSA
TikTok,0,0,0.0,0,2023-07-31,0.0,1278,UAE
Meta,5615,10,0.0,0,2023-07-31,9.36,1279,KSA
Meta,414,8,2.0,0,2023-07-31,2.88,1280,UAE
Meta,7090,25,7.0,0,2023-07-31,7.3800000000000000,1281,KSA
Meta,1868,5,1.0,0,2023-07-31,2.77,1282,UAE
Meta,0,0,0.0,0,2023-07-31,0.0,1283,UAE
Meta,1158,3,0.0,0,2023-07-31,4.62,1284,UAE
Meta,5335,25,0.0,0,2023-07-31,12.39,1285,KSA
Apple Search,113,4,2.0,0,2023-08-01,1.47,1286,UAE
Apple Search,140,8,2.0,0,2023-08-01,5.26,1287,KSA
Snapchat,0,0,0.0,0,2023-08-01,0.0,1288,UAE
Snapchat,0,0,0.0,0,2023-08-01,0.0,1289,KSA
Snapchat,0,0,0.0,0,2023-08-01,0.0,1290,UAE
Snapchat,0,0,0.0,0,2023-08-01,0.0,1291,KSA
Google UAC,32175,763,162.0,97,2023-08-01,108.45,1292,KSA
Google UAC,82567,1946,289.0,187,2023-08-01,302.76,1293,KSA
Google UAC,45549,656,178.0,76,2023-08-01,104.32,1294,UAE
Google UAC,113,7,0.0,0,2023-08-01,2.71,1295,KSA
Google UAC,24,3,0.0,0,2023-08-01,1.31,1296,UAE
Google UAC,1647,41,12.0,7,2023-08-01,8.25,1297,UAE
Google UAC,77,1,1.0,0,2023-08-01,0.38,1298,KSA
Google UAC,17,1,0.0,0,2023-08-01,0.38,1299,UAE
TikTok,24569,2523,0.0,4,2023-08-01,60.15,1300,KSA
TikTok,19604,3733,0.0,4,2023-08-01,60.14,1301,UAE
TikTok,158158,21742,95.0,86,2023-08-01,208.61,1302,KSA
TikTok,153966,15911,61.0,49,2023-08-01,139.54,1303,UAE
Organic,0,0,0.0,70,2023-08-01,0.0,1304,Others
Organic,0,0,0.0,161,2023-08-01,0.0,1305,UAE
Organic,0,0,0.0,9,2023-08-01,0.0,1306,Others
Organic,0,0,0.0,8,2023-08-01,0.0,1307,KSA
Organic,0,0,0.0,9,2023-08-01,0.0,1308,UAE
Organic,0,0,0.0,121,2023-08-01,0.0,1309,KSA
Programmatic,1440,,0.0,0,2023-08-01,0.0,1310,UAE
Programmatic,23,,0.0,0,2023-08-01,0.0,1311,Others
Programmatic,70911,2239,0.0,5,2023-08-01,0.0,1312,Others
Programmatic,38346,843,0.0,3,2023-08-01,0.0,1313,UAE
Programmatic,52367,1691,0.0,10,2023-08-01,0.0,1314,Others
Programmatic,23233,899,0.0,4,2023-08-01,0.0,1315,UAE
Programmatic,,,0.0,6,2023-08-01,0.0,1316,UAE
Programmatic,,,0.0,2,2023-08-01,0.0,1317,Others
Programmatic,7,,0.0,0,2023-08-01,0.0,1318,UAE
Programmatic,1,,0.0,0,2023-08-01,0.0,1319,Others
Programmatic,6,7,0.0,0,2023-08-01,0.0,1320,KSA
Programmatic,4156,,0.0,0,2023-08-01,0.0,1321,KSA
Programmatic,221319,5570,0.0,28,2023-08-01,0.0,1322,KSA
Programmatic,232434,10609,0.0,29,2023-08-01,0.0,1323,KSA
Programmatic,,,0.0,2,2023-08-01,0.0,1324,KSA
Programmatic,,2,0.0,0,2023-08-01,0.0,1325,Others
Meta,0,0,0.0,1,2023-08-01,0.0,1326,UAE
Meta,7438,25,1.0,1,2023-08-01,14.79,1327,KSA
Programmatic,14,2,0.0,0,2023-08-01,0.0,1328,UAE
Apple Search,0,0,0.0,1,2023-08-01,0.0,1329,Others
Apple Search,0,0,0.0,1,2023-08-01,0.0,1330,UAE
Apple Search,0,0,0.0,1,2023-08-01,0.0,1331,Others
Google UAC,0,0,0.0,5,2023-08-01,0.0,1332,Others
Google UAC,0,0,0.0,5,2023-08-01,0.0,1333,Others
Google UAC,0,0,0.0,1,2023-08-01,0.0,1334,Others
Google UAC,0,0,0.0,1,2023-08-01,0.0,1335,Others
TikTok,0,0,0.0,2,2023-08-01,0.0,1336,Others
TikTok,0,0,0.0,0,2023-08-01,0.0,1337,UAE
TikTok,0,0,0.0,7,2023-08-01,0.0,1338,Others
TikTok,0,0,0.0,0,2023-08-01,0.0,1339,Others
TikTok,0,0,0.0,0,2023-08-01,0.0,1340,Others
TikTok,0,0,0.0,0,2023-08-01,0.0,1341,KSA
TikTok,0,0,0.0,0,2023-08-01,0.0,1342,UAE
TikTok,0,0,0.0,0,2023-08-01,0.0,1343,KSA
Meta,21771,78,3.0,0,2023-08-01,6.63,1344,KSA
Meta,3132,7,2.0,0,2023-08-01,1.87,1345,UAE
Meta,13904,31,2.0,0,2023-08-01,7.7200000000000000,1346,KSA
Meta,5321,10,0.0,0,2023-08-01,9.04,1347,KSA
Meta,979,2,0.0,0,2023-08-01,4.1,1348,UAE
Meta,677,2,0.0,0,2023-08-01,3.42,1349,UAE
Meta,2113,3,0.0,0,2023-08-01,2.4300000000000000,1350,UAE
Apple Search,250,13,4.0,0,2023-08-02,25.27,1351,UAE
Apple Search,219,15,8.0,0,2023-08-02,28.77,1352,KSA
Snapchat,0,0,0.0,0,2023-08-02,0.0,1353,UAE
Snapchat,0,0,0.0,0,2023-08-02,0.0,1354,KSA
Snapchat,0,0,0.0,0,2023-08-02,0.0,1355,UAE
Snapchat,0,0,2.0,0,2023-08-02,0.0,1356,KSA
Google UAC,48078,1261,309.0,135,2023-08-02,209.36,1357,KSA
Google UAC,72567,1937,391.0,239,2023-08-02,403.88,1358,KSA
Google UAC,41715,499,140.0,69,2023-08-02,80.19,1359,UAE
Google UAC,66,1,1.0,0,2023-08-02,0.88,1360,KSA
Google UAC,19,1,1.0,0,2023-08-02,1.01,1361,UAE
Google UAC,974,20,12.0,2,2023-08-02,4.96,1362,UAE
Google UAC,85,2,0.0,0,2023-08-02,0.93,1363,KSA
Google UAC,11,2,0.0,0,2023-08-02,1.39,1364,UAE
TikTok,23853,2721,0.0,4,2023-08-02,60.11,1365,KSA
TikTok,18620,3426,0.0,3,2023-08-02,60.04,1366,UAE
TikTok,77333,202,1.0,1,2023-08-02,58.39,1367,KSA
TikTok,140369,20145,63.0,63,2023-08-02,216.09,1368,KSA
TikTok,100984,8122,56.0,52,2023-08-02,140.0,1369,UAE
Organic,0,0,0.0,57,2023-08-02,0.0,1370,Others
Organic,0,0,0.0,107,2023-08-02,0.0,1371,KSA
Organic,0,0,0.0,3,2023-08-02,0.0,1372,Others
Organic,0,0,0.0,13,2023-08-02,0.0,1373,UAE
Organic,0,0,0.0,13,2023-08-02,0.0,1374,KSA
Organic,0,0,0.0,124,2023-08-02,0.0,1375,UAE
Programmatic,,4,0.0,0,2023-08-02,0.0,1376,Others
Programmatic,22,,0.0,0,2023-08-02,0.0,1377,Others
Programmatic,132057,3759,0.0,8,2023-08-02,0.0,1378,Others
Programmatic,64067,1687,0.0,6,2023-08-02,0.0,1379,Others
Programmatic,,15,0.0,0,2023-08-02,0.0,1380,KSA
Programmatic,2758,,0.0,0,2023-08-02,0.0,1381,KSA
